name,label,description,bbox_str,beginPosition,timeResolution,endPosition,prefix
pandora.L2Trop_rnvh1p1_7.sum_of_fit_quality_exceeding_dq1,sum_of_fit_quality_exceeding_dq1(-),"Sum over 2^i using those i, for which the corresponding L2Fit data quality parameter exceeds the DQ1 limit, maximum of all sets, 0=L1 data quality above 0, 1=Spectral fitting was not successful, 2=Weighted rms of spectral fitting too large, 3=Wavelength shift too large",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.sum_of_fit_quality_exceeding_dq2,sum_of_fit_quality_exceeding_dq2(-),"Sum over 2^i using those i, for which the corresponding L2Fit data quality parameter exceeds the DQ2 limit, maximum of all sets (same parameters as for DQ1)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.minimum_l1_data_quality_flag,minimum_l1_data_quality_flag(-),"Level 1 data quality flag, minimum of all sets: 0=assured high quality, 1=assured medium quality, 2=assured low quality, 10=not-assured high quality, 11=not-assured medium quality, 12=not-assured low quality",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.maximum_l1_data_quality_flag,maximum_l1_data_quality_flag(-),"Level 1 data quality flag, maximum of all sets: 0=assured high quality, 1=assured medium quality, 2=assured low quality, 10=not-assured high quality, 11=not-assured medium quality, 12=not-assured low quality",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.sum_of_l1_quality_exceeding_dq1,sum_of_l1_quality_exceeding_dq1(-),"Sum over 2^i using those i, for which the corresponding L1 data quality parameter exceeds the DQ1 limit, maximum of all sets, 0=Saturated data, 1=Too few dark counts measurements, 2=No temperature given or effective temperature too different from the reference temperature, 3=Dark count too high, 4=Unsuccessful dark background fitting, 5=Absolute value of estimated average residual stray light level too high, 6=Although attempted, no wavelength change could be retrieved, 7=Absolute value of retrieved wavelength shift too large, 8=Retrieved wavelength shift differs too much from the shift predicted by the effective temperature",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.sum_of_l1_quality_exceeding_dq2,sum_of_l1_quality_exceeding_dq2(-),"Sum over 2^i using those i, for which the corresponding L1 data quality parameter exceeds the DQ2 limit, maximum of all sets (same parameters as for DQ1)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.wavelength_temperature,wavelength_temperature(C),"Wavelength effective temperature, mean over all sets, 999=no effective temperature given",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.mean_residual_stray_light_level,mean_residual_stray_light_level(%),"Estimated average residual stray light level, mean over all sets (only valid for stray light correction methods 2 and higher)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.minimum_residual_stray_light_level,minimum_residual_stray_light_level(%),"Estimated average residual stray light level, minimum of all sets (only valid for stray light correction methods 2 and higher)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.maximum_residual_stray_light_level,maximum_residual_stray_light_level(%),"Estimated average residual stray light level, maximum of all sets (only valid for stray light correction methods 2 and higher)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.mean_wavelength_shift_from_l1,mean_wavelength_shift_from_l1(nm),"Retrieved wavelength shift from level 1 data, mean over all sets, -9=no wavelength change determination",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.minimum_wavelength_shift_from_l1,minimum_wavelength_shift_from_l1(nm),"Retrieved wavelength shift from level 1 data, minimum of all sets, -9=no wavelength change determination",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.maximum_wavelength_shift_from_l1,maximum_wavelength_shift_from_l1(nm),"Retrieved wavelength shift from level 1 data, maximum of all sets, -9=no wavelength change determination",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.mean_wavelength_shift_from_spectral_fitting,mean_wavelength_shift_from_spectral_fitting(nm),"Retrieved wavelength shift from spectral fitting, mean over all sets, -9=no wavelength change fitting",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.minimum_wavelength_shift_from_spectral_fitting,minimum_wavelength_shift_from_spectral_fitting(nm),"Retrieved wavelength shift from spectral fitting, minimum of all sets, -9=no wavelength change fitting",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.maximum_wavelength_shift_from_spectral_fitting,maximum_wavelength_shift_from_spectral_fitting(nm),"Retrieved wavelength shift from spectral fitting, maximum of all sets, -9=no wavelength change fitting",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.minimum_integration_time,minimum_integration_time(ms),"Integration time, minimum of all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.maximum_integration_time,maximum_integration_time(ms),"Integration time, maximum of all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.mean_number_of_dark_count_cycles,mean_number_of_dark_count_cycles(-),"Number of dark count cycles, mean over all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.minimum_number_of_dark_count_cycles,minimum_number_of_dark_count_cycles(-),"Number of dark count cycles, minimum of all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.maximum_number_of_dark_count_cycles,maximum_number_of_dark_count_cycles(-),"Number of dark count cycles, maximum of all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.minimum_filterwheel1_position,minimum_filterwheel1_position(-),"Effective position of filterwheel #1, minimum of all sets, 0=filterwheel not used, 1-9 are valid positions",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.maximum_filterwheel1_position,maximum_filterwheel1_position(-),"Effective position of filterwheel #1, maximum of all sets, 0=filterwheel not used, 1-9 are valid positions",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.minimum_filterwheel2_position,minimum_filterwheel2_position(-),"Effective position of filterwheel #2, minimum of all sets, 0=filterwheel not used, 1-9 are valid positions",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.maximum_filterwheel2_position,maximum_filterwheel2_position(-),"Effective position of filterwheel #2, maximum of all sets, 0=filterwheel not used, 1-9 are valid positions",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.days_since_2000,days_since_2000(days),Fractional days since 1-Jan-2000 UT midnight for center of measurement,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.measurement_duration,measurement_duration(s),Effective duration of measurement in seconds,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.solar_zenith_angle,solar_zenith_angle(deg),Solar zenith angle for center of measurement in degree,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.solar_azimuth_angle,solar_azimuth_angle(deg),Solar azimuth trig angle for center of measurement in degree,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.lunar_zenith_angle,lunar_zenith_angle(deg),Lunar zenith angle for center of measurement in degree,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.lunar_azimuth_angle,lunar_azimuth_angle(deg),Lunar azimuth trig angle for center of measurement in degree,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.rms_fitting_residuals,rms_fitting_residuals(-),"rms of unweighted fitting residuals, -9=fitting not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.normalized_rms_fitting_residuals,normalized_rms_fitting_residuals(-),"Normalized rms of fitting residuals weighted with independent uncertainty, -9=fitting not successful or no uncertainty given",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.expected_rms_unweighted_fitting_residuals,expected_rms_unweighted_fitting_residuals(-),"Expected rms of unweighted fitting residuals based on independent uncertainty, -9=fitting not successful or no uncertainty given",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.expected_normalized_rms_weighted_fitting_residuals,expected_normalized_rms_weighted_fitting_residuals(-),"Expected normalized rms of weighted fitting residuals based on independent uncertainty, -9=fitting not successful or no uncertainty given",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.pressure,pressure(hPa),Climatological station pressure,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.data_processing_type_index,data_processing_type_index(-),Data processing type index,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.calibration_file_version,calibration_file_version(-),Calibration file version,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.calibration_file_date,calibration_file_date(yyyymmdd),Calibration file validity starting date,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.mean_nitrogen_dioxide_total_vertical_column_amount,mean_nitrogen_dioxide_total_vertical_column_amount(molecules/cm2),Mean value of measured data inside fitting window,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.wavelength_temperature,wavelength_temperature(C),Wavelength effective temperature,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.residual_stray_light_level,residual_stray_light_level(%),Estimated average residual stray light level (only valid for stray light correction methods 2 and higher),-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.wavelength_shift_from_l1,wavelength_shift_from_l1(nm),"Retrieved wavelength shift from level 1 data, -9=no wavelength change determination",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.total_wavelength_shift,total_wavelength_shift(nm),"Retrieved total wavelength shift, -9=no wavelength change fitting",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.resolution_change,resolution_change(%),"Retrieved resolution change, -999=no resolution change fitting",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.integration_time,integration_time(ms),Integration time,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.number_of_bright_count_cycles,number_of_bright_count_cycles(-),Number of bright count cycles,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.filterwheel1_position,filterwheel1_position(-),"Effective position of filterwheel #1, 0=filterwheel not used, 1-9 are valid positions",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.filterwheel2_position,filterwheel2_position(-),"Effective position of filterwheel #2, 0=filterwheel not used, 1-9 are valid positions",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.atmospheric_variability,atmospheric_variability(%),"Atmospheric variability, 999=no atmospheric variability was determined",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.aerosol_optical_depth_start,aerosol_optical_depth_start(-),Estimated aerosol optical depth at starting wavelength of fitting window,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.aerosol_optical_depth_center,aerosol_optical_depth_center(-),Estimated aerosol optical depth at center wavelength of fitting window,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.aerosol_optical_depth_end,aerosol_optical_depth_end(-),Estimated aerosol optical depth at ending wavelength of fitting window,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.l1_data_quality_flag,l1_data_quality_flag(-),"Level 1 data quality flag: 0=assured high quality, 1=assured medium quality, 2=assured low quality, 10=not-assured high quality, 11=not-assured medium quality, 12=not-assured low quality",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.sum_of_l1_quality_exceeding_dq1,sum_of_l1_quality_exceeding_dq1(-),"Sum over 2^i using those i, for which the corresponding L1 data quality parameter exceeds the DQ1 limit, 0=Saturated data, 1=Too few dark counts measurements, 2=No temperature given or effective temperature too different from the reference temperature, 3=Dark count too high, 4=Unsuccessful dark background fitting, 5=The dark count differs significantly from the dark map for too many pixels, 6=Absolute value of estimated average residual stray light level too high, 7=Although attempted, no wavelength change could be retrieved, 8=Absolute value of retrieved wavelength shift too large, 9=Retrieved wavelength shift differs too much from the shift predicted by the effective temperature",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.sum_of_l1_quality_exceeding_dq2,sum_of_l1_quality_exceeding_dq2(-),"Sum over 2^i using those i, for which the corresponding L1 data quality parameter exceeds the DQ2 limit (same parameters as for DQ1)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.l2_fit_quality_flag,l2_fit_quality_flag(-),"L2Fit data quality flag, 0=assured high quality, 1=assured medium quality, 2=assured low quality, 10=not-assured high quality, 11=not-assured medium quality, 12=not-assured low quality",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.sum_of_l2_fit_quality_exceeding_dq1,sum_of_l2_fit_quality_exceeding_dq1(-),"Sum over 2^i using those i, for which the corresponding L2Fit data quality parameter exceeds the DQ1 limit, 0=L1 data quality above 0, 1=Spectral fitting was not successful, 2=Wavelength shift too large, 3=Normalized rms of fitting residuals weighted with independent uncertainty too large",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.sum_of_l2_fit_quality_exceeding_dq2,sum_of_l2_fit_quality_exceeding_dq2(-),"Sum over 2^i using those i, for which the corresponding L2Fit data quality parameter exceeds the DQ2 limit (same parameters as for DQ1)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.nitrogen_dioxide_l2_quality_flag,nitrogen_dioxide_l2_quality_flag(-),"L2 data quality flag for nitrogen dioxide, 0=assured high quality, 1=assured medium quality, 2=assured low quality, 10=not-assured high quality, 11=not-assured medium quality, 12=not-assured low quality, 20=unusable high quality, 21=unusable medium quality, 22=unusable low quality",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.sum_of_nitrogen_dioxide_quality_exceeding_dq1,sum_of_nitrogen_dioxide_quality_exceeding_dq1(-),"Sum over 2^i using those i, for which the corresponding L2 data quality parameter for nitrogen dioxide exceeds the DQ1 limit, 0=L2Fit data quality above 0, 1=Retrieval error, 2=Air mass factor too large, 3=Atmospheric variability too large",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.sum_of_nitrogen_dioxide_quality_exceeding_dq2,sum_of_nitrogen_dioxide_quality_exceeding_dq2(-),"Sum over 2^i using those i, for which the corresponding L2 data quality parameter for nitrogen dioxide exceeds the DQ2 limit (same parameters as for DQ1)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rnvssp1_8.nitrogen_dioxide_vertical_column_amount,nitrogen_dioxide_vertical_column_amount(molecules/cm2),"Nitrogen dioxide total vertical column amount , -9e99=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
